ticker,year,date,close,moving_average_50,moving_average_200,trend
CVX,2022,2022-03-18,139.88930635345253,120.75,98.33,Bullish
CVX,2022,2022-03-21,141.7413011919405,121.45,98.59,Bullish
CVX,2022,2022-03-22,142.3238474306539,122.18,98.85,Bullish
CVX,2022,2022-03-23,144.3323120634867,122.91,99.12,Bullish
CVX,2022,2022-03-24,144.7061619425707,123.64,99.38,Bullish
CVX,2022,2022-03-25,143.65414457924302,124.31,99.64,Bullish
CVX,2022,2022-03-28,144.24536952367657,125.00,99.91,Bullish
CVX,2022,2022-03-29,142.1673140628813,125.67,100.16,Bullish
CVX,2022,2022-03-30,143.67152324977062,126.31,100.43,Bullish
CVX,2022,2022-03-31,142.1325416867326,126.91,100.68,Bullish
CVX,2022,2022-04-01,141.5326263846433,127.54,100.92,Bullish
CVX,2022,2022-04-04,143.4628257195034,128.21,101.20,Bullish
CVX,2022,2022-04-05,143.48895812594915,128.94,101.48,Bullish
CVX,2022,2022-04-06,143.3150310893519,129.61,101.76,Bullish
CVX,2022,2022-04-07,143.5498135538132,130.20,102.02,Bullish
CVX,2022,2022-04-08,145.24524398617655,130.79,102.30,Bullish
CVX,2022,2022-04-11,146.56687148422796,131.48,102.58,Bullish
CVX,2022,2022-04-12,146.91464408143898,132.18,102.87,Bullish
CVX,2022,2022-04-13,148.61880838199087,132.90,103.17,Bullish
CVX,2022,2022-04-14,148.4101381864232,133.56,103.48,Bullish
CVX,2022,2022-04-18,150.4186145117762,134.25,103.78,Bullish
CVX,2022,2022-04-19,150.4881763885236,134.93,104.09,Bullish
CVX,2022,2022-04-20,149.21874149143733,135.59,104.39,Bullish
CVX,2022,2022-04-21,149.32307690494096,136.20,104.70,Bullish
CVX,2022,2022-04-22,142.92379327921947,136.70,104.99,Bullish
CVX,2022,2022-04-25,135.40282675609342,137.04,105.23,Bullish
CVX,2022,2022-04-26,138.08953251422,137.45,105.49,Bullish
CVX,2022,2022-04-27,136.57665145002497,137.81,105.73,Bullish
CVX,2022,2022-04-28,136.89833984534394,138.23,105.98,Bullish
CVX,2022,2022-04-29,140.2284038794538,138.69,106.26,Bullish
CVX,2022,2022-05-02,135.90713201496453,139.07,106.51,Bullish
CVX,2022,2022-05-03,138.7416008566688,139.54,106.80,Bullish
CVX,2022,2022-05-04,143.43674069537798,140.03,107.12,Bullish
CVX,2022,2022-05-05,147.16679558893622,140.66,107.44,Bullish
CVX,2022,2022-05-06,146.30603590761982,141.19,107.76,Bullish
CVX,2022,2022-05-09,145.8538728531339,141.74,108.07,Bullish
CVX,2022,2022-05-10,141.03697600552982,142.14,108.36,Bullish
CVX,2022,2022-05-11,142.22818311589785,142.46,108.65,Bullish
CVX,2022,2022-05-12,141.91517571571418,142.69,108.94,Bullish
CVX,2022,2022-05-13,144.76701909043908,142.93,109.23,Bullish
CVX,2022,2022-05-16,146.94074498982792,143.16,109.53,Bullish
CVX,2022,2022-05-17,152.01844851218232,143.42,109.86,Bullish
CVX,2022,2022-05-18,152.6378424271553,143.62,110.20,Bullish
CVX,2022,2022-05-19,144.31869074794304,143.68,110.50,Bullish
CVX,2022,2022-05-20,148.044378088159,143.70,110.82,Bullish
CVX,2022,2022-05-23,148.5265034459955,143.79,111.13,Bullish
CVX,2022,2022-05-24,149.63102390456453,143.89,111.46,Bullish
CVX,2022,2022-05-25,151.77879603096213,144.16,111.79,Bullish
CVX,2022,2022-05-26,154.7154614212563,144.49,112.14,Bullish
CVX,2022,2022-05-27,154.7417829229002,144.81,112.48,Bullish
CVX,2022,2022-05-31,157.75734904264723,145.16,112.84,Bullish
CVX,2022,2022-06-01,154.92585793744254,145.43,113.19,Bullish
CVX,2022,2022-06-02,153.1813619338751,145.64,113.54,Bullish
CVX,2022,2022-06-03,154.28591773622813,145.84,113.89,Bullish
CVX,2022,2022-06-06,155.9515159420463,146.07,114.27,Bullish
CVX,2022,2022-06-07,155.57457664585735,146.31,114.65,Bullish
CVX,2022,2022-06-08,158.6252206339626,146.59,115.03,Bullish
CVX,2022,2022-06-09,157.81874668550057,146.91,115.40,Bullish
CVX,2022,2022-06-10,154.61030634471663,147.12,115.76,Bullish
CVX,2022,2022-06-13,150.43754478558256,147.29,116.10,Bullish
CVX,2022,2022-06-14,148.4738982383951,147.43,116.42,Bullish
CVX,2022,2022-06-15,146.20345202017808,147.48,116.73,Bullish
CVX,2022,2022-06-16,140.20732815707058,147.42,117.02,Bullish
CVX,2022,2022-06-17,135.7716225305546,147.27,117.28,Bullish
CVX,2022,2022-06-21,133.2907743994527,147.06,117.54,Bullish
CVX,2022,2022-06-22,129.80181572998976,146.75,117.77,Bullish
CVX,2022,2022-06-23,130.4329924055976,146.43,118.01,Bullish
CVX,2022,2022-06-24,127.28591593028338,146.04,118.24,Bullish
CVX,2022,2022-06-27,127.86444588321254,145.62,118.47,Bullish
CVX,2022,2022-06-28,132.26511502415184,145.30,118.71,Bullish
CVX,2022,2022-06-29,132.9225954695172,144.95,118.96,Bullish
CVX,2022,2022-06-30,126.7160894366075,144.48,119.18,Bullish
CVX,2022,2022-07-01,128.51317151653436,144.06,119.41,Bullish
CVX,2022,2022-07-05,125.92710722323812,143.59,119.62,Bullish
CVX,2022,2022-07-06,124.1826660597722,143.22,119.83,Bullish
CVX,2022,2022-07-07,126.32160762004526,143.04,120.06,Bullish
CVX,2022,2022-07-08,127.00538690811824,142.82,120.29,Bullish
CVX,2022,2022-07-11,124.40179769021688,142.57,120.50,Bullish
CVX,2022,2022-07-12,121.41251231154293,142.26,120.69,Bullish
CVX,2022,2022-07-13,120.63233241607564,141.87,120.87,Bullish
CVX,2022,2022-07-14,117.7394327660395,141.51,121.02,Bullish
CVX,2022,2022-07-15,121.81576314607584,141.17,121.19,Bullish
CVX,2022,2022-07-18,123.21834890268212,140.76,121.36,Bullish
CVX,2022,2022-07-19,122.45567820552876,140.27,121.54,Bullish
CVX,2022,2022-07-20,126.67223847116352,139.88,121.74,Bullish
CVX,2022,2022-07-21,125.4625091298158,139.47,121.92,Bullish
CVX,2022,2022-07-22,127.60146110135052,139.20,122.10,Bullish
CVX,2022,2022-07-25,127.72419393376364,138.91,122.30,Bullish
CVX,2022,2022-07-26,131.05538343557646,138.69,122.51,Bullish
CVX,2022,2022-07-27,130.03850808142337,138.40,122.70,Bullish
CVX,2022,2022-07-28,132.09856134077782,138.10,122.90,Bullish
CVX,2022,2022-07-29,137.22681087464275,137.81,123.13,Bullish
CVX,2022,2022-08-01,141.29436821667852,137.58,123.38,Bullish
CVX,2022,2022-08-02,141.0401355763413,137.51,123.62,Bullish
CVX,2022,2022-08-03,139.65506255791323,137.35,123.85,Bullish
CVX,2022,2022-08-04,136.15733978919167,137.10,124.06,Bullish
CVX,2022,2022-08-05,131.17810248680482,136.73,124.25,Bullish
CVX,2022,2022-08-08,134.64075718484816,136.39,124.45,Bullish
CVX,2022,2022-08-09,136.7008465547497,136.03,124.66,Bullish
CVX,2022,2022-08-10,136.7534280862765,135.67,124.86,Bullish
CVX,2022,2022-08-11,138.60312047475583,135.28,125.07,Bullish
CVX,2022,2022-08-12,138.72585887362746,134.96,125.28,Bullish
CVX,2022,2022-08-15,136.03462880277763,134.62,125.48,Bullish
CVX,2022,2022-08-16,137.9894785854139,134.29,125.70,Bullish
CVX,2022,2022-08-17,137.3057015891665,133.92,125.89,Bullish
CVX,2022,2022-08-18,139.0132882855556,133.59,126.10,Bullish
CVX,2022,2022-08-19,140.1720893844366,133.22,126.32,Bullish
CVX,2022,2022-08-22,138.6063732236484,132.83,126.53,Bullish
CVX,2022,2022-08-23,140.73824423969978,132.56,126.75,Bullish
CVX,2022,2022-08-24,143.00276483993977,132.41,126.98,Bullish
CVX,2022,2022-08-25,145.00195987717512,132.34,127.21,Bullish
CVX,2022,2022-08-26,145.23192081412492,132.32,127.45,Bullish
CVX,2022,2022-08-29,144.97543403387377,132.41,127.68,Bullish
CVX,2022,2022-08-30,143.5866074871372,132.57,127.92,Bullish
CVX,2022,2022-08-31,139.42023552487996,132.69,128.13,Bullish
CVX,2022,2022-09-01,138.4206280192787,132.86,128.33,Bullish
CVX,2022,2022-09-02,139.9774968112373,133.06,128.54,Bullish
CVX,2022,2022-09-06,141.43704202271135,133.34,128.75,Bullish
CVX,2022,2022-09-07,136.27990298225697,133.51,128.94,Bullish
CVX,2022,2022-09-08,137.6333293456873,133.61,129.14,Bullish
CVX,2022,2022-09-09,140.12786986580227,133.76,129.36,Bullish
CVX,2022,2022-09-12,144.02007030129434,134.10,129.58,Bullish
CVX,2022,2022-09-13,142.78164607047586,134.39,129.79,Bullish
CVX,2022,2022-09-14,142.3658606690739,134.72,130.02,Bullish
CVX,2022,2022-09-15,142.1358674121445,135.08,130.23,Bullish
CVX,2022,2022-09-16,141.99439181414465,135.39,130.45,Bullish
CVX,2022,2022-09-19,135.2803070498115,135.56,130.63,Bullish
CVX,2022,2022-09-20,138.03139170084853,135.83,130.84,Bullish
CVX,2022,2022-09-21,140.03943460585933,136.20,131.03,Bullish
CVX,2022,2022-09-22,139.41135869085971,136.58,131.23,Bullish
CVX,2022,2022-09-23,132.4673420870317,136.87,131.39,Bullish
CVX,2022,2022-09-26,127.00055216247004,136.98,131.51,Bullish
CVX,2022,2022-09-27,125.8682771194089,137.03,131.64,Bullish
CVX,2022,2022-09-28,125.68251080190588,137.09,131.75,Bullish
CVX,2022,2022-09-29,127.83208599220106,137.12,131.89,Bullish
CVX,2022,2022-09-30,127.4074803039138,137.16,132.03,Bullish
CVX,2022,2022-10-03,131.7773629464444,137.24,132.19,Bullish
CVX,2022,2022-10-04,136.6072134739471,137.42,132.37,Bullish
CVX,2022,2022-10-05,137.85447525606662,137.55,132.56,Bullish
CVX,2022,2022-10-06,139.18136849562734,137.74,132.77,Bullish
CVX,2022,2022-10-07,143.7547076371051,137.97,133.00,Bullish
CVX,2022,2022-10-10,142.4189574675576,138.07,133.22,Bullish
CVX,2022,2022-10-11,136.8902846986974,137.98,133.40,Bullish
CVX,2022,2022-10-12,138.1198469051084,137.93,133.59,Bullish
CVX,2022,2022-10-13,138.30560692018537,137.90,133.77,Bullish
CVX,2022,2022-10-14,145.1081290384721,138.08,133.99,Bullish
CVX,2022,2022-10-17,144.44469115920913,138.34,134.20,Bullish
CVX,2022,2022-10-18,143.62202254700048,138.52,134.42,Bullish
CVX,2022,2022-10-19,144.71005464856614,138.68,134.63,Bullish
CVX,2022,2022-10-20,149.7610539195389,138.94,134.87,Bullish
CVX,2022,2022-10-21,149.6283375699033,139.16,135.09,Bullish
CVX,2022,2022-10-24,152.22021062626905,139.43,135.32,Bullish
CVX,2022,2022-10-25,153.08712372044337,139.77,135.55,Bullish
CVX,2022,2022-10-26,155.08629379291196,140.12,135.79,Bullish
CVX,2022,2022-10-27,159.12888437879556,140.55,136.04,Bullish
CVX,2022,2022-10-28,160.52652459889964,140.98,136.30,Bullish
CVX,2022,2022-10-31,157.51006124066976,141.33,136.54,Bullish
CVX,2022,2022-11-01,162.64952445611686,141.81,136.80,Bullish
CVX,2022,2022-11-02,160.0488234335291,142.20,137.05,Bullish
CVX,2022,2022-11-03,157.43046178690344,142.49,137.27,Bullish
CVX,2022,2022-11-04,163.50759615833607,142.86,137.54,Bullish
CVX,2022,2022-11-07,161.4376607645902,143.18,137.80,Bullish
CVX,2022,2022-11-08,163.93220805697234,143.56,138.08,Bullish
CVX,2022,2022-11-09,162.41957415909036,143.94,138.35,Bullish
CVX,2022,2022-11-10,161.19880650052005,144.37,138.58,Bullish
CVX,2022,2022-11-11,162.80876329083162,144.86,138.82,Bullish
CVX,2022,2022-11-14,164.80791149974183,145.36,139.08,Bullish
CVX,2022,2022-11-15,165.52446180526897,145.84,139.35,Bullish
CVX,2022,2022-11-16,165.0113928437587,146.41,139.61,Bullish
CVX,2022,2022-11-17,161.80389301645232,146.90,139.84,Bullish
CVX,2022,2022-11-18,161.31363827291992,147.32,140.07,Bullish
CVX,2022,2022-11-21,160.2171606312726,147.64,140.29,Bullish
CVX,2022,2022-11-22,163.80073933179654,148.06,140.53,Bullish
CVX,2022,2022-11-23,163.31935915527023,148.48,140.75,Bullish
CVX,2022,2022-11-25,164.816956154758,148.94,140.98,Bullish
CVX,2022,2022-11-28,160.707444090417,149.31,141.20,Bullish
CVX,2022,2022-11-29,160.68960032008118,149.82,141.41,Bullish
CVX,2022,2022-11-30,162.99844170007077,150.32,141.63,Bullish
CVX,2022,2022-12-01,164.2553618797924,150.80,141.87,Bullish
CVX,2022,2022-12-02,161.82172328227733,151.25,142.10,Bullish
CVX,2022,2022-12-05,162.8379960483261,151.86,142.33,Bullish
CVX,2022,2022-12-06,156.45531032393976,152.45,142.53,Bullish
CVX,2022,2022-12-07,152.48845000032358,152.98,142.70,Bullish
CVX,2022,2022-12-08,157.1149917608339,153.61,142.91,Bullish
CVX,2022,2022-12-09,153.59382851483784,154.12,143.08,Bullish
CVX,2022,2022-12-12,150.58969747471528,154.59,143.24,Bullish
CVX,2022,2022-12-13,154.725957278322,155.05,143.41,Bullish
CVX,2022,2022-12-14,155.54607254848045,155.42,143.55,Bullish
CVX,2022,2022-12-15,152.07837747146746,155.71,143.66,Bullish
CVX,2022,2022-12-16,150.23312198220643,155.93,143.75,Bullish
CVX,2022,2022-12-19,151.64159489617978,156.09,143.83,Bullish
CVX,2022,2022-12-20,151.3741625832267,156.27,143.89,Bullish
CVX,2022,2022-12-21,156.17006794723358,156.65,143.96,Bullish
CVX,2022,2022-12-22,156.14331878972916,157.01,144.03,Bullish
CVX,2022,2022-12-23,155.19837511575577,157.35,144.07,Bullish
CVX,2022,2022-12-27,158.9958981784525,157.63,144.15,Bullish
CVX,2022,2022-12-28,159.4416139683732,157.93,144.22,Bullish
CVX,2022,2022-12-29,157.47154660090632,158.21,144.32,Bullish
CVX,2022,2022-12-30,158.70172220790417,158.49,144.42,Bullish
CVX,2023,2023-01-03,158.7106480662314,158.66,144.52,Bullish
CVX,2023,2023-01-04,152.39039545560033,158.72,144.58,Bullish
CVX,2023,2023-01-05,152.88068274284475,158.73,144.64,Bullish
CVX,2023,2023-01-06,157.80140715572708,158.83,144.72,Bullish
CVX,2023,2023-01-09,158.90676196618944,158.90,144.79,Bullish
CVX,2023,2023-01-10,157.24868112353144,158.87,144.85,Bullish
CVX,2023,2023-01-11,158.57691043071867,158.83,144.93,Bullish
CVX,2023,2023-01-12,156.8832154664348,158.81,144.99,Bullish
CVX,2023,2023-01-13,157.8637862355114,158.72,145.07,Bullish
CVX,2023,2023-01-17,159.06721401464608,158.70,145.14,Bullish
CVX,2023,2023-01-18,161.18883960574254,158.77,145.24,Bullish
CVX,2023,2023-01-19,157.43589832435114,158.65,145.32,Bullish
CVX,2023,2023-01-20,159.3970411982577,158.61,145.40,Bullish
CVX,2023,2023-01-23,161.53650952887423,158.56,145.49,Bullish
CVX,2023,2023-01-24,161.4295214785861,158.54,145.58,Bullish
CVX,2023,2023-01-25,159.82496485863598,158.52,145.66,Bullish
CVX,2023,2023-01-26,164.90609954450784,158.56,145.76,Bullish
CVX,2023,2023-01-27,164.22860608719688,158.55,145.85,Bullish
CVX,2023,2023-01-30,158.67498279444493,158.41,145.91,Bullish
CVX,2023,2023-01-31,153.99496734862984,158.19,145.93,Bullish
CVX,2023,2023-02-01,154.49418073090433,158.04,145.96,Bullish
CVX,2023,2023-02-02,152.55085700223003,157.87,145.97,Bullish
CVX,2023,2023-02-03,151.4186979216375,157.69,145.98,Bullish
CVX,2023,2023-02-06,151.15132474374718,157.44,145.99,Bullish
CVX,2023,2023-02-07,151.60593471728706,157.21,146.00,Bullish
CVX,2023,2023-02-08,153.75426675664698,156.98,146.05,Bullish
CVX,2023,2023-02-09,151.7485512627173,156.80,146.14,Bullish
CVX,2023,2023-02-10,152.25667767974932,156.64,146.21,Bullish
CVX,2023,2023-02-13,152.7202489814969,156.43,146.29,Bullish
CVX,2023,2023-02-14,151.97138739406802,156.18,146.36,Bullish
CVX,2023,2023-02-15,152.34362093512468,156.00,146.42,Bullish
CVX,2023,2023-02-16,151.25545135286936,155.76,146.50,Bullish
CVX,2023,2023-02-17,148.14380864449762,155.60,146.55,Bullish
CVX,2023,2023-02-21,145.85056561403417,155.46,146.56,Bullish
CVX,2023,2023-02-22,144.14189074456343,155.21,146.54,Bullish
CVX,2023,2023-02-23,145.91353442777984,155.05,146.54,Bullish
CVX,2023,2023-02-24,144.5825310362948,154.93,146.54,Bullish
CVX,2023,2023-02-27,146.59702067860854,154.77,146.56,Bullish
CVX,2023,2023-02-28,147.7751294329696,154.61,146.59,Bullish
CVX,2023,2023-03-01,144.7174601759697,154.47,146.61,Bullish
CVX,2023,2023-03-02,145.6707185810443,154.37,146.61,Bullish
CVX,2023,2023-03-03,144.67247691666867,154.24,146.60,Bullish
CVX,2023,2023-03-06,147.79306811990037,154.16,146.58,Bullish
CVX,2023,2023-03-07,149.016148418273,154.02,146.56,Bullish
CVX,2023,2023-03-08,146.7948515980417,153.83,146.57,Bullish
CVX,2023,2023-03-09,147.29846990080517,153.68,146.57,Bullish
CVX,2023,2023-03-10,144.73542348658285,153.39,146.55,Bullish
CVX,2023,2023-03-13,140.68852095862945,153.02,146.50,Bullish
CVX,2023,2023-03-14,142.325279971502,152.71,146.46,Bullish
CVX,2023,2023-03-15,139.9241105941291,152.34,146.38,Bullish
CVX,2023,2023-03-16,135.04083645554184,151.86,146.28,Bullish
CVX,2023,2023-03-17,138.1524623462848,151.58,146.19,Bullish
CVX,2023,2023-03-20,136.46174744677714,151.25,146.09,Bullish
CVX,2023,2023-03-21,141.3360441724944,150.92,146.03,Bullish
CVX,2023,2023-03-22,143.77316767207105,150.62,145.98,Bullish
CVX,2023,2023-03-23,141.21012009327438,150.30,145.91,Bullish
CVX,2023,2023-03-24,136.78551465499987,149.86,145.81,Bullish
CVX,2023,2023-03-27,141.55184413960183,149.56,145.73,Bullish
CVX,2023,2023-03-28,141.4439393492083,149.23,145.65,Bullish
CVX,2023,2023-03-29,144.44762738045696,148.93,145.60,Bullish
CVX,2023,2023-03-30,145.9135406930642,148.63,145.57,Bullish
CVX,2023,2023-03-31,146.318213084516,148.41,145.56,Bullish
CVX,2023,2023-04-03,152.7033501161444,148.27,145.60,Bullish
CVX,2023,2023-04-04,153.9084297753296,148.12,145.66,Bullish
CVX,2023,2023-04-05,152.21771567283574,147.94,145.75,Bullish
CVX,2023,2023-04-06,152.2986642673031,147.79,145.84,Bullish
CVX,2023,2023-04-10,151.525256273076,147.52,145.95,Bullish
CVX,2023,2023-04-11,152.04687122033397,147.27,146.06,Bullish
CVX,2023,2023-04-12,153.28790186679183,147.17,146.19,Bullish
CVX,2023,2023-04-13,153.10800878074213,147.15,146.31,Bullish
CVX,2023,2023-04-14,155.13150175364578,147.16,146.43,Bullish
CVX,2023,2023-04-17,155.03257784366815,147.21,146.54,Bullish
CVX,2023,2023-04-18,153.6206419615799,147.26,146.67,Bullish
CVX,2023,2023-04-19,152.39761678567865,147.28,146.79,Bullish
CVX,2023,2023-04-20,151.7680750758087,147.28,146.92,Bullish
CVX,2023,2023-04-21,152.73033040990651,147.26,147.07,Bullish
CVX,2023,2023-04-24,152.0738169909547,147.27,147.19,Bullish
CVX,2023,2023-04-25,153.17100253265363,147.29,147.32,Bearish
CVX,2023,2023-04-26,151.27348374471197,147.26,147.46,Bearish
CVX,2023,2023-04-27,149.67264274578338,147.21,147.60,Bearish
CVX,2023,2023-04-28,147.93700214671193,147.12,147.74,Bearish
CVX,2023,2023-05-01,150.82381659002763,147.12,147.90,Bearish
CVX,2023,2023-05-02,148.67445724602436,147.13,148.04,Bearish
CVX,2023,2023-05-03,142.2263622878288,147.05,148.13,Bearish
CVX,2023,2023-05-04,141.29106489484477,147.00,148.23,Bearish
CVX,2023,2023-05-05,143.2605404660558,146.94,148.31,Bearish
CVX,2023,2023-05-08,145.30201274650454,146.96,148.41,Bearish
CVX,2023,2023-05-09,142.19037740896962,146.87,148.48,Bearish
CVX,2023,2023-05-10,144.28580639857952,146.80,148.56,Bearish
CVX,2023,2023-05-11,139.7352572590613,146.70,148.61,Bearish
CVX,2023,2023-05-12,141.19213087992418,146.61,148.66,Bearish
CVX,2023,2023-05-15,141.3989875711567,146.55,148.71,Bearish
CVX,2023,2023-05-16,140.72447287248593,146.40,148.73,Bearish
CVX,2023,2023-05-17,139.20464819246,146.21,148.72,Bearish
CVX,2023,2023-05-18,138.8242261165133,146.05,148.71,Bearish
CVX,2023,2023-05-19,140.6586346505655,145.92,148.71,Bearish
CVX,2023,2023-05-22,139.65969941558876,145.81,148.73,Bearish
CVX,2023,2023-05-23,139.9775278547027,145.80,148.77,Bearish
CVX,2023,2023-05-24,143.43747617346096,145.82,148.82,Bearish
CVX,2023,2023-05-25,140.46793293040406,145.83,148.83,Bearish
CVX,2023,2023-05-26,141.0218513495942,145.95,148.86,Bearish
CVX,2023,2023-05-30,137.7344686463217,145.94,148.85,Bearish
CVX,2023,2023-05-31,137.6164130413501,145.97,148.85,Bearish
CVX,2023,2023-06-01,137.39849051067952,145.89,148.85,Bearish
CVX,2023,2023-06-02,140.37712154626152,145.82,148.86,Bearish
CVX,2023,2023-06-05,143.89152254144165,145.87,148.90,Bearish
CVX,2023,2023-06-06,139.24195556558067,145.92,148.90,Bearish
CVX,2023,2023-06-07,142.16611394924712,145.94,148.91,Bearish
CVX,2023,2023-06-08,145.4444159940302,146.02,148.94,Bearish
CVX,2023,2023-06-09,144.64527878207954,146.02,148.96,Bearish
CVX,2023,2023-06-12,142.62923929220966,145.95,148.96,Bearish
CVX,2023,2023-06-13,143.9551044674902,145.91,148.96,Bearish
CVX,2023,2023-06-14,145.28095903722485,145.76,148.96,Bearish
CVX,2023,2023-06-15,142.86538031325443,145.54,148.95,Bearish
CVX,2023,2023-06-16,144.0005308779183,145.37,148.95,Bearish
CVX,2023,2023-06-20,141.80285548532842,145.16,148.96,Bearish
CVX,2023,2023-06-21,138.6426012167676,144.91,148.96,Bearish
CVX,2023,2023-06-22,139.2601427008825,144.65,148.96,Bearish
CVX,2023,2023-06-23,137.13512226793063,144.33,148.94,Bearish
CVX,2023,2023-06-26,137.68907672037042,144.02,148.94,Bearish
CVX,2023,2023-06-27,139.39632625245213,143.70,148.95,Bearish
CVX,2023,2023-06-28,139.34185436737917,143.39,148.95,Bearish
CVX,2023,2023-06-29,141.1490093326666,143.14,148.93,Bearish
CVX,2023,2023-06-30,142.9925328806053,142.95,148.93,Bearish
CVX,2023,2023-07-03,142.73821607890324,142.77,148.94,Bearish
CVX,2023,2023-07-05,143.21042073594134,142.58,148.94,Bearish
CVX,2023,2023-07-06,140.9401430135486,142.36,148.94,Bearish
CVX,2023,2023-07-07,138.16129599161377,142.06,148.95,Bearish
CVX,2023,2023-07-10,139.78682555630803,141.83,148.96,Bearish
CVX,2023,2023-07-11,141.6666338562161,141.67,148.97,Bearish
CVX,2023,2023-07-12,144.59075951643416,141.60,148.99,Bearish
CVX,2023,2023-07-13,145.1537920403495,141.49,149.06,Bearish
CVX,2023,2023-07-14,142.5838373669401,141.37,149.13,Bearish
CVX,2023,2023-07-17,139.26013048101612,141.31,149.20,Bearish
CVX,2023,2023-07-18,138.64258147599855,141.25,149.27,Bearish
CVX,2023,2023-07-19,139.696021695439,141.18,149.33,Bearish
CVX,2023,2023-07-20,141.81195214429644,141.11,149.40,Bearish
CVX,2023,2023-07-21,143.05605989411077,141.13,149.45,Bearish
CVX,2023,2023-07-24,145.72593742785526,141.16,149.50,Bearish
CVX,2023,2023-07-25,147.0336292442484,141.31,149.55,Bearish
CVX,2023,2023-07-26,146.09823358612454,141.40,149.58,Bearish
CVX,2023,2023-07-27,147.19709557494275,141.52,149.60,Bearish
CVX,2023,2023-07-28,143.85522198340522,141.58,149.60,Bearish
CVX,2023,2023-07-31,146.32529214056834,141.72,149.65,Bearish
CVX,2023,2023-08-01,148.6046789655658,141.92,149.70,Bearish
CVX,2023,2023-08-02,146.36161886399532,142.03,149.74,Bearish
CVX,2023,2023-08-03,145.21738908802712,142.15,149.74,Bearish
CVX,2023,2023-08-04,145.8984827414486,142.26,149.75,Bearish
CVX,2023,2023-08-07,146.21629273725793,142.32,149.77,Bearish
CVX,2023,2023-08-08,143.42841592421306,142.38,149.76,Bearish
CVX,2023,2023-08-09,146.08010129893273,142.48,149.74,Bearish
CVX,2023,2023-08-10,145.59881192035076,142.64,149.72,Bearish
CVX,2023,2023-08-11,145.75317943351266,142.80,149.69,Bearish
CVX,2023,2023-08-14,148.72271048472854,143.03,149.67,Bearish
CVX,2023,2023-08-15,148.38671417516167,143.19,149.63,Bearish
CVX,2023,2023-08-16,145.77133788067593,143.22,149.57,Bearish
CVX,2023,2023-08-17,145.94368388299162,143.36,149.49,Bearish
CVX,2023,2023-08-18,145.2102162885172,143.42,149.43,Bearish
CVX,2023,2023-08-21,147.79573713004808,143.47,149.36,Bearish
CVX,2023,2023-08-22,147.14476205522735,143.52,149.29,Bearish
CVX,2023,2023-08-23,144.9901728837267,143.56,149.23,Bearish
CVX,2023,2023-08-24,144.6142644579868,143.58,149.14,Bearish
CVX,2023,2023-08-25,145.84285597672073,143.59,149.06,Bearish
CVX,2023,2023-08-28,146.26459829927083,143.66,148.97,Bearish
CVX,2023,2023-08-29,147.5298611463729,143.73,148.90,Bearish
CVX,2023,2023-08-30,147.23644526720997,143.84,148.83,Bearish
CVX,2023,2023-08-31,147.62149842406845,144.01,148.75,Bearish
CVX,2023,2023-09-01,149.11598543723505,144.21,148.67,Bearish
CVX,2023,2023-09-05,151.53646050837747,144.50,148.60,Bearish
CVX,2023,2023-09-06,152.45331366147033,144.80,148.54,Bearish
CVX,2023,2023-09-07,153.24180973860027,145.07,148.50,Bearish
CVX,2023,2023-09-08,153.49851452197373,145.36,148.46,Bearish
CVX,2023,2023-09-11,154.10362269503997,145.61,148.43,Bearish
CVX,2023,2023-09-12,151.55479050497755,145.79,148.36,Bearish
CVX,2023,2023-09-13,153.48933469302304,146.00,148.32,Bearish
CVX,2023,2023-09-14,153.7552294849794,146.21,148.26,Bearish
CVX,2023,2023-09-15,152.38913458363817,146.44,148.22,Bearish
CVX,2023,2023-09-18,153.9110999777488,146.76,148.18,Bearish
CVX,2023,2023-09-19,154.66290562187714,147.05,148.14,Bearish
CVX,2023,2023-09-20,153.17761466455016,147.28,148.09,Bearish
CVX,2023,2023-09-21,153.22344142494134,147.46,148.04,Bearish
CVX,2023,2023-09-22,152.40746296046146,147.60,147.99,Bearish
CVX,2023,2023-09-25,152.49914383660166,147.80,147.97,Bearish
CVX,2023,2023-09-26,153.51685836047568,148.08,147.98,Bullish
CVX,2023,2023-09-27,155.28634185045192,148.42,147.97,Bullish
CVX,2023,2023-09-28,156.36823950664007,148.75,147.98,Bullish
CVX,2023,2023-09-29,156.31326848805247,149.04,148.01,Bullish
CVX,2023,2023-10-02,154.34200817308167,149.27,148.01,Bullish
CVX,2023,2023-10-03,152.1232298171442,149.39,147.99,Bullish
CVX,2023,2023-10-04,151.00466558303998,149.47,147.99,Bullish
CVX,2023,2023-10-05,147.99741816693958,149.51,147.98,Bullish
CVX,2023,2023-10-06,150.64709427723366,149.58,147.97,Bullish
CVX,2023,2023-10-09,152.5449953747849,149.75,147.98,Bullish
CVX,2023,2023-10-10,152.902565773975,149.89,147.96,Bullish
CVX,2023,2023-10-11,151.34390818849786,149.94,147.94,Bullish
CVX,2023,2023-10-12,149.68440963055934,150.01,147.91,Bullish
CVX,2023,2023-10-13,149.8219627959632,150.10,147.86,Bullish
CVX,2023,2023-10-16,151.59147579478494,150.21,147.82,Bullish
CVX,2023,2023-10-17,151.1238806863118,150.31,147.79,Bullish
CVX,2023,2023-10-18,154.46120098286966,150.53,147.77,Bullish
