ticker,date,close,past_30day_close,rolling_30day_return_frac,rolling_30day_return_pct
AAPL,2016-02-17,21.93559806430873,23.157791361555017,-0.052777,-5.28
AAPL,2016-02-18,22.42799956626486,23.86645682922182,-0.060271,-6.03
AAPL,2016-02-19,21.78356208673948,22.69513613942364,-0.040166,-4.02
AAPL,2016-02-22,21.8539022165142,22.27084099112857,-0.018721,-1.87
AAPL,2016-02-23,21.874328566345984,22.24150199579669,-0.016508,-1.65
AAPL,2016-02-24,21.32519900253808,22.336296861612475,-0.045267,-4.53
AAPL,2016-02-25,21.794905361321533,22.692873668520424,-0.039570,-3.96
AAPL,2016-02-26,22.05585999073366,22.640968299416,-0.025843,-2.58
AAPL,2016-02-29,21.97870678374676,22.108350515551397,-0.005864,-0.59
AAPL,2016-03-01,22.1579713067291,21.711133008053714,0.020581,2.06
AAPL,2016-03-02,22.806942169431185,22.209904002209765,0.026882,2.69
AAPL,2016-03-03,22.82281934823313,21.46287928973259,0.063362,6.34
AAPL,2016-03-04,23.228992473127164,21.905230614502397,0.060431,6.04
AAPL,2016-03-07,23.233531180815373,22.259556697331117,0.043755,4.38
AAPL,2016-03-08,22.868202544078848,22.91179823423387,-0.001903,-0.19
AAPL,2016-03-09,22.98847232054568,22.55295328822484,0.019311,1.93
AAPL,2016-03-10,23.01115952804202,21.675026821303355,0.061644,6.16
AAPL,2016-03-11,23.19950512812045,21.16723434706625,0.096010,9.60
AAPL,2016-03-14,23.124623782075147,21.39292351929162,0.080947,8.09
AAPL,2016-03-15,23.5897883074565,21.772072063368448,0.083488,8.35
AAPL,2016-03-16,23.73727683723696,21.535101167600185,0.102260,10.23
AAPL,2016-03-17,23.943768291745855,21.44030786567229,0.116764,11.68
AAPL,2016-03-18,24.12983522671478,21.7518032483828,0.109326,10.93
AAPL,2016-03-21,24.03680219037961,21.9015545263498,0.097493,9.75
AAPL,2016-03-22,23.88250144105621,21.13232964362086,0.130140,13.01
AAPL,2016-03-23,24.1616025550572,21.39554831537892,0.129282,12.93
AAPL,2016-03-24,23.93242435451574,21.76540796188972,0.099562,9.96
AAPL,2016-03-28,24.05268521462685,21.28209024482134,0.130184,13.02
AAPL,2016-03-29,23.80081014139025,21.37285997871436,0.113600,11.36
AAPL,2016-03-30,24.65400545725944,21.561188972251205,0.143444,14.34
AAPL,2016-03-31,24.896805871349844,21.93559806430873,0.134996,13.50
AAPL,2016-04-01,24.683507218771677,22.42799956626486,0.100567,10.06
AAPL,2016-04-04,25.05564558418411,21.78356208673948,0.150209,15.02
AAPL,2016-04-05,24.84914846734152,21.8539022165142,0.137058,13.71
AAPL,2016-04-06,25.012530052663656,21.874328566345984,0.143465,14.35
AAPL,2016-04-07,24.948988792324112,21.32519900253808,0.169930,16.99
AAPL,2016-04-08,24.71299900897286,21.794905361321533,0.133889,13.39
AAPL,2016-04-11,24.726620060064818,22.05585999073366,0.121091,12.11
AAPL,2016-04-12,24.81057589154995,21.97870678374676,0.128846,12.88
AAPL,2016-04-13,25.141862500340867,22.1579713067291,0.134664,13.47
AAPL,2016-04-14,25.327938438017764,22.806942169431185,0.110536,11.05
AAPL,2016-04-15,25.43911811414864,22.82281934823313,0.114635,11.46
AAPL,2016-04-18,24.70846259445394,23.228992473127164,0.063691,6.37
AAPL,2016-04-19,24.479283411886755,23.233531180815373,0.053619,5.36
AAPL,2016-04-20,24.197912723176323,22.868202544078848,0.058147,5.81
AAPL,2016-04-21,24.263712882519787,22.98847232054568,0.055473,5.55
AAPL,2016-04-22,23.82804321746761,23.01115952804202,0.035499,3.55
AAPL,2016-04-25,23.825772091373253,23.19950512812045,0.026995,2.70
AAPL,2016-04-26,23.57843592040165,23.124623782075147,0.019625,1.96
AAPL,2016-04-27,21.78356650875177,23.5897883074565,-0.076568,-7.66
AAPL,2016-04-28,22.148897225584893,23.73727683723696,-0.066915,-6.69
AAPL,2016-04-29,21.32747044844157,23.943768291745855,-0.109268,-10.93
AAPL,2016-05-02,21.32293019040308,24.12983522671478,-0.116325,-11.63
AAPL,2016-05-03,21.37512327716407,24.03680219037961,-0.110733,-11.07
AAPL,2016-05-04,21.60203423927497,23.88250144105621,-0.095487,-9.55
AAPL,2016-05-05,21.45960405699855,24.1616025550572,-0.111830,-11.18
AAPL,2016-05-06,21.315780146744064,23.93242435451574,-0.109335,-10.93
AAPL,2016-05-09,21.231315876910465,24.05268521462685,-0.117300,-11.73
AAPL,2016-05-10,21.30665052513356,23.80081014139025,-0.104793,-10.48
AAPL,2016-05-11,21.340896699399032,24.65400545725944,-0.134384,-13.44
AAPL,2016-05-12,21.167386296330577,24.896805871349844,-0.149795,-14.98
AAPL,2016-05-13,20.546430118342432,24.683507218771677,-0.167605,-16.76
AAPL,2016-05-16,21.092050058754257,25.05564558418411,-0.158192,-15.82
AAPL,2016-05-17,21.585170304857616,24.84914846734152,-0.131352,-13.14
AAPL,2016-05-18,21.49613584727728,25.012530052663656,-0.140585,-14.06
AAPL,2016-05-19,21.605714060292534,24.948988792324112,-0.134004,-13.40
AAPL,2016-05-20,21.60571598853699,24.71299900897286,-0.125735,-12.57
AAPL,2016-05-23,21.88651841606479,24.726620060064818,-0.114860,-11.49
AAPL,2016-05-24,22.19471291820069,24.81057589154995,-0.105433,-10.54
AAPL,2016-05-25,22.525734726815102,25.141862500340867,-0.104055,-10.41
AAPL,2016-05-26,22.75631466118064,25.327938438017764,-0.101533,-10.15
AAPL,2016-05-27,22.701521109775893,25.43911811414864,-0.107614,-10.76
AAPL,2016-05-31,22.73804840306971,24.70846259445394,-0.079747,-7.97
AAPL,2016-06-01,22.60563662747681,24.479283411886755,-0.076540,-7.65
AAPL,2016-06-02,22.281459192594973,24.197912723176323,-0.079199,-7.92
AAPL,2016-06-03,22.324839431320413,24.263712882519787,-0.079908,-7.99
AAPL,2016-06-06,22.37049755909265,23.82804321746761,-0.061169,-6.12
AAPL,2016-06-07,22.65814648584059,23.825772091373253,-0.049007,-4.90
AAPL,2016-06-08,22.605639719129243,23.57843592040165,-0.041258,-4.13
AAPL,2016-06-09,22.48693539897369,21.78356650875177,0.032289,3.23
AAPL,2016-06-10,22.49376708585536,22.148897225584893,0.015571,1.56
AAPL,2016-06-13,22.53030480828024,21.32747044844157,0.056398,5.64
AAPL,2016-06-14,22.21753930105164,21.32293019040308,0.041955,4.20
AAPL,2016-06-15,22.3316886002945,21.37512327716407,0.044751,4.48
AAPL,2016-06-16,22.01892371180401,21.60203423927497,0.019299,1.93
AAPL,2016-06-17,22.05773605662873,21.45960405699855,0.027872,2.79
AAPL,2016-06-20,21.916196194015104,21.315780146744064,0.028168,2.82
AAPL,2016-06-21,21.674205683219235,21.231315876910465,0.020860,2.09
AAPL,2016-06-22,21.97326810054831,21.30665052513356,0.031287,3.13
AAPL,2016-06-23,21.90248836481468,21.340896699399032,0.026315,2.63
AAPL,2016-06-24,21.21077030845251,21.167386296330577,0.002050,0.20
AAPL,2016-06-27,21.231313454466964,20.546430118342432,0.033333,3.33
AAPL,2016-06-28,21.208477807191752,21.092050058754257,0.005520,0.55
AAPL,2016-06-29,21.452756047862778,21.585170304857616,-0.006135,-0.61
AAPL,2016-06-30,21.56005700609949,21.49613584727728,0.002974,0.30
AAPL,2016-07-01,21.79976303588937,21.605714060292534,0.008981,0.90
AAPL,2016-07-05,21.776939103362626,21.60571598853699,0.007925,0.79
AAPL,2016-07-06,21.59658380643784,21.88651841606479,-0.013247,-1.32
AAPL,2016-07-07,21.847710308063967,22.19471291820069,-0.015634,-1.56
AAPL,2016-07-08,22.028055758934094,22.525734726815102,-0.022094,-2.21
AAPL,2016-07-11,22.08741668281364,22.75631466118064,-0.029394,-2.94
AAPL,2016-07-12,22.18329637698601,22.701521109775893,-0.022828,-2.28
AAPL,2016-07-13,22.238083994425946,22.73804840306971,-0.021988,-2.20
AAPL,2016-07-14,22.23352526896137,22.60563662747681,-0.016461,-1.65
AAPL,2016-07-15,22.58281280114757,22.281459192594973,0.013525,1.35
AAPL,2016-07-18,22.53259243839157,22.324839431320413,0.009306,0.93
AAPL,2016-07-19,22.72891992345232,22.37049755909265,0.016022,1.60
AAPL,2016-07-20,22.82937197855252,22.65814648584059,0.007557,0.76
AAPL,2016-07-21,22.790553717353347,22.605639719129243,0.008180,0.82
AAPL,2016-07-22,22.660426684008694,22.48693539897369,0.007715,0.77
AAPL,2016-07-25,22.429855027390264,22.49376708585536,-0.002841,-0.28
AAPL,2016-07-26,22.103402968276782,22.53030480828024,-0.018948,-1.89
AAPL,2016-07-27,23.80418578007921,22.21753930105164,0.071414,7.14
AAPL,2016-07-28,23.47543961549275,22.3316886002945,0.051217,5.12
AAPL,2016-07-29,23.78592408858213,22.01892371180401,0.080249,8.02
AAPL,2016-08-01,23.836148737402805,22.05773605662873,0.080625,8.06
AAPL,2016-08-02,24.21055005854228,21.916196194015104,0.104688,10.47
AAPL,2016-08-03,23.927463109986,21.674205683219235,0.103960,10.40
AAPL,2016-08-04,24.23382620050135,21.97326810054831,0.102878,10.29
AAPL,2016-08-05,24.392196164251107,21.90248836481468,0.113672,11.37
AAPL,2016-08-08,24.679106222145144,21.21077030845251,0.163518,16.35
AAPL,2016-08-09,24.84207056619256,21.231313454466964,0.170068,17.01
AAPL,2016-08-10,24.95225588959484,21.208477807191752,0.176523,17.65
AAPL,2016-08-11,24.90863834356994,21.452756047862778,0.161093,16.11
AAPL,2016-08-12,24.738780619723283,21.56005700609949,0.147436,14.74
AAPL,2016-08-15,24.821414743900725,21.79976303588937,0.138609,13.86
AAPL,2016-08-16,25.163417834168943,21.776939103362626,0.155508,15.55
AAPL,2016-08-17,25.041766862913278,21.59658380643784,0.159524,15.95
AAPL,2016-08-18,25.07160986194064,21.847710308063967,0.147562,14.76
AAPL,2016-08-19,24.96602040014448,22.028055758934094,0.133374,13.34
AAPL,2016-08-22,24.98667683397833,22.08741668281364,0.131263,13.13
AAPL,2016-08-23,24.92470233480484,22.18329637698601,0.123580,12.36
AAPL,2016-08-24,24.920117826275312,22.238083994425946,0.120605,12.06
AAPL,2016-08-25,24.649268642156663,22.23352526896137,0.108653,10.87
AAPL,2016-08-26,24.653863848383264,22.58281280114757,0.091709,9.17
AAPL,2016-08-29,24.472534861457675,22.53259243839157,0.086095,8.61
AAPL,2016-08-30,24.284313895177856,22.72891992345232,0.068432,6.84
AAPL,2016-08-31,24.252178229168017,22.82937197855252,0.062323,6.23
AAPL,2016-09-01,24.36235220882352,22.790553717353347,0.068967,6.90
AAPL,2016-09-02,24.720422797836623,22.660426684008694,0.090907,9.09
AAPL,2016-09-06,24.76632987427895,22.429855027390264,0.104168,10.42
AAPL,2016-09-07,24.75026497795036,22.103402968276782,0.119749,11.97
AAPL,2016-09-08,24.617137297545742,23.80418578007921,0.034152,3.42
AAPL,2016-09-09,24.01805818227489,23.47543961549275,0.023114,2.31
AAPL,2016-09-12,23.56128752417727,23.78592408858213,-0.009444,-0.94
AAPL,2016-09-13,24.67681504539868,23.836148737402805,0.035269,3.53
AAPL,2016-09-14,24.956838869327942,24.21055005854228,0.030825,3.08
AAPL,2016-09-15,26.13432258885984,23.927463109986,0.092231,9.22
AAPL,2016-09-16,26.42354118073634,24.23382620050135,0.090358,9.04
