Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2016-01-04,49.10587692260742,49.445495262312534,48.63504046555702,49.36059288570193,25393200
2016-01-05,49.190765380859375,49.499508417183684,48.65818165571652,49.16761046285052,16566700
2016-01-06,48.48065948486328,48.72765512092181,48.117883356218464,48.41119177819556,22961500
2016-01-07,46.52012634277344,47.85544734271558,46.373473612520854,47.43864112694079,27630900
2016-01-08,45.47810745239258,47.29198491209317,45.42407734815323,47.183924703614466,22373300
2016-01-11,45.40864562988281,45.709671357049594,44.79887390620546,45.40864562988281,20925500
2016-01-12,45.50899124145508,45.97211029387512,44.84518932741396,45.88720498704376,22971600
2016-01-13,44.258575439453125,46.06473297356622,43.92667448209411,45.89492235973034,28808100
2016-01-14,44.92237854003906,45.83317612924155,44.219984088476515,44.89150334681378,31296300
2016-01-15,44.02701187133789,44.43609781406876,43.3940852282969,43.57161314579181,38131700
2016-01-19,44.00384521484375,44.74483486972186,43.617914268427434,44.55958671989747,22818900
2016-01-20,42.84605407714844,43.363203096982055,42.18997261995339,42.938679627948815,34646100
2016-01-21,42.645389556884766,43.62565497333279,42.498736788535844,43.02360335709732,31301100
2016-01-22,43.957557678222656,44.11964805125893,43.455846015676926,43.56390626436777,22732200
2016-01-25,42.96183776855469,43.880352466463926,42.91552498967783,43.59476435777278,21114400
2016-01-26,44.05790328979492,44.11193341743943,43.07763777558281,43.108510031078865,17535700
2016-01-27,44.02701187133789,44.97640183589936,43.65651844207634,44.05788705988136,20560000
2016-01-28,44.21225357055664,44.744840224779516,43.71054504682268,44.39750174255151,15497900
2016-01-29,45.925785064697266,45.95666024871239,44.38977852077032,44.63677704847171,26992200
2016-02-01,45.43180465698242,46.041576435794866,45.107621036891885,45.66336270309262,16807900
2016-02-02,44.0192985534668,44.75256820286111,43.80317808837309,44.6753831637335,22448200
2016-02-03,44.312599182128906,44.61362490379236,42.46784939497492,44.2817239941583,31543200
2016-02-04,45.076744079589844,45.169366699471055,44.042448833586306,44.042448833586306,21651300
2016-02-05,44.575035095214844,45.64792291471105,44.320319195634795,45.2156820345803,22001300
2016-02-08,43.641075134277344,43.934380553780414,42.86921318826361,43.75685265952762,28267600
2016-02-09,43.378639221191406,43.7568499020288,42.5527472265569,42.67624501235965,26300000
2016-02-10,42.853782653808594,44.31260150092731,42.815190139035856,43.664237241716755,22389600
2016-02-11,40.96272277832031,41.611087081732215,40.52276160219299,41.6033697560196,44334700
2016-02-12,44.374359130859375,44.43610657570125,42.583636119714974,42.95413256644873,37011400
2016-02-16,45.03814697265625,45.23111247458609,44.49012565383629,44.945524356167496,23730700
2016-02-17,45.36234664916992,45.73284019105811,45.06903815768393,45.42409410060748,21580100
2016-02-18,44.62135314941406,45.431807839787766,44.18910927381852,45.41637024304287,17037800
2016-02-19,44.62907028198242,44.89922086279495,44.0578939270015,44.382074623976536,15658200
