Price,Close,High,Low,Open,Volume
Ticker,WMT,WMT,WMT,WMT,WMT
Date,,,,,
2016-01-04,17.109704971313477,17.118056791574265,16.803478464520822,16.84245309475556,35967600
2016-01-05,17.516157150268555,17.55234732392764,17.218282344442834,17.268391693128684,39978000
2016-01-06,17.691537857055664,17.802894425477096,17.390880219748908,17.393664691490972,49693800
2016-01-07,18.10355567932129,18.159233974654825,17.51615786723229,17.53007704282879,79290000
2016-01-08,17.688756942749023,18.209341710024763,17.652566770819078,18.11747324770055,53303700
2016-01-11,17.878061294555664,17.947657166660115,17.713810894725906,17.750001066809702,37961400
2016-01-12,17.711029052734375,18.02004015899442,17.65813523106919,17.922602746447627,36587700
2016-01-13,17.237768173217773,17.74165089070916,17.212714296362602,17.74165089070916,41177100
2016-01-14,17.555131912231445,17.71102890368888,17.209930634673388,17.260041576638177,38804700
2016-01-15,17.240550994873047,17.390880613402846,17.054031207613345,17.134763367541172,45523200
2016-01-19,17.415935516357422,17.482748507099945,17.262823009927732,17.329636000670256,39153900
2016-01-20,16.937116622924805,17.35191390649018,16.75894857667133,17.204368692305017,52107300
2016-01-21,17.22663688659668,17.479969735136404,16.956600388209832,16.976088510680718,36267600
2016-01-22,17.45213508605957,17.610815014454385,17.29623644498358,17.382537592218366,27592500
2016-01-25,17.663705825805664,17.766709015822254,17.413157439660026,17.477185976091267,38470200
2016-01-26,17.816814422607422,17.947657532133515,17.61080808826743,17.63864803062353,28323600
2016-01-27,17.802892684936523,18.145309400160965,17.786189042011657,17.844650199301626,30642900
2016-01-28,17.878061294555664,17.958791869017865,17.658134197042344,17.825165883040434,33834900
2016-01-29,18.473814010620117,18.521138893080753,18.02282503681669,18.02560791640398,49317300
2016-02-01,18.791173934936523,18.910880757553322,18.34296946820363,18.3485368198969,44185200
2016-02-02,18.613004684448242,18.88582401442726,18.451538752630302,18.735494378193895,40757700
2016-02-03,18.448755264282227,18.791172049753047,18.114690301987206,18.73827823160458,36946800
2016-02-04,18.49051856994629,18.526708753061293,18.09799231560924,18.306783181459394,38500200
2016-02-05,18.651975631713867,18.799522372110737,18.34018169179656,18.61300258393465,42589500
2016-02-08,18.624143600463867,18.69374108300717,18.139748881319317,18.512790177111075,62230800
2016-02-09,18.320697784423828,18.487731072565587,18.006119327760427,18.231613788867556,43927200
2016-02-10,18.315126419067383,18.537836359149832,18.27615178131617,18.42648138910861,29127900
2016-02-11,18.184282302856445,18.306773559431647,18.033952703585808,18.100765681823088,33560100
2016-02-12,18.423702239990234,18.443188768021802,18.059014408630887,18.23996688457905,29086500
2016-02-16,18.345754623413086,18.59630298135945,18.234398027717358,18.54340915593564,34081500
2016-02-17,18.404216766357422,18.54341012885877,18.320700111677535,18.40143229378727,37280100
2016-02-18,17.850223541259766,18.033958896268416,17.357477060200445,17.744437484101816,83683800
2016-02-19,18.00054931640625,18.031172134472143,17.660917031770925,17.786191182892242,46686900
2016-02-22,18.270587921142578,18.412565734184476,18.00055146985442,18.00055146985442,31761900
2016-02-23,18.507219314575195,18.540626612478892,18.173154300276437,18.32905130694919,34296000
2016-02-24,18.685386657714844,18.743847834019686,18.295644951366704,18.426486479958722,30873600
2016-02-25,18.941503524780273,18.966557403799015,18.743847407257174,18.777254703212225,28743900
2016-02-26,18.51556396484375,18.986039275041925,18.45710280911181,18.95263199008252,32952900
2016-02-29,18.468238830566406,18.638056553018828,18.43483313616319,18.548970984400256,28035600
2016-03-01,18.50165367126465,18.62136051156216,18.373595005719896,18.554547502532,31288500
2016-03-02,18.43206024169922,18.56011893539704,18.3735990450639,18.43206024169922,27496800
2016-03-03,18.412567138671875,18.429270786879748,18.061798491044375,18.35967331464532,35540400
2016-03-04,18.590734481811523,18.729927828417054,18.39864731304744,18.41256648841324,30031500
2016-03-07,18.899749755859375,19.064000216878654,18.44876228341246,18.546198133604648,38476200
2016-03-08,18.941503524780273,19.061210347039957,18.78839099951309,18.85520399847564,30203700
2016-03-09,18.93869972229004,19.067706394398392,18.823715270341687,19.011615909018147,23474400
2016-03-10,18.905046463012695,19.08172998010122,18.621793744133708,18.94430964511463,30677400
2016-03-11,18.837736129760742,19.053682797898567,18.733970424280034,19.0060059690063,24872700
2016-03-14,18.891014099121094,18.977954070292387,18.77883478530288,18.83212015995897,20137500
2016-03-15,19.09575080871582,19.16866699534464,18.790060632579173,18.790060632579173,22700700
2016-03-16,19.06770896911621,19.16586612823065,18.860177515140766,19.053686747062784,24654000
2016-03-17,18.916263580322266,19.328522945181827,18.8629781816272,19.020029291824162,35514300
2016-03-18,18.77603530883789,19.07891871835799,18.719944837599456,18.92467273074699,69459300
2016-03-21,19.06209945678711,19.17708231382442,18.781650215392425,18.798475918178617,28247400
2016-03-22,19.034048080444336,19.2612118542337,19.011612211603655,19.070507771457873,22543500
2016-03-23,18.919069290161133,19.098556279162857,18.91345911819963,19.07331531955689,18331800
2016-03-24,19.070512771606445,19.081729906597875,18.896632736576194,18.910656562425995,18914100
2016-03-28,19.104158401489258,19.233165032498203,19.05087301901296,19.05087301901296,16810500
2016-03-29,19.07891845703125,19.129400361876332,18.910650255100396,19.112573060261305,19473000
2016-03-30,19.294870376586914,19.350960867109553,19.15184147120562,19.1630602112063,21625500
2016-03-31,19.207931518554688,19.40424582374391,19.202322951053944,19.28084931502577,18850500
2016-04-01,19.367788314819336,19.40705149799512,19.076120329576707,19.076120329576707,19807200
2016-04-04,19.378999710083008,19.454720967800316,19.328519406518108,19.35095527529583,20470200
2016-04-05,19.249990463256836,19.421063738986973,19.146224784768375,19.359366311736874,17337000
2016-04-06,19.36217498779297,19.36778515929003,19.21634262367203,19.266822933964654,16088100
2016-04-07,19.13220977783203,19.331329164324444,19.05368502050032,19.30328311801855,18331500
2016-04-08,19.087331771850586,19.179880324364326,19.03124290710755,19.15744445751916,19548000
2016-04-11,18.902244567871094,19.174280174544247,18.896634395142627,19.07331792705816,23596200
2016-04-12,19.294870376586914,19.31450277040301,18.91626558333552,18.9499185938568,23203800
2016-04-13,19.393024444580078,19.46874571212557,19.314499696035938,19.353761267937944,18788100
2016-04-14,19.294870376586914,19.418268492892494,19.11257989305419,19.39302753144625,20931300
2016-04-15,19.367788314819336,19.465945470388597,19.334133699314265,19.334133699314265,22753500
2016-04-18,19.592144012451172,19.603361146042598,19.30889133001589,19.364980207453304,19868700
2016-04-19,19.566898345947266,19.653838331689176,19.49117870057687,19.572506911393265,24598200
2016-04-20,19.409852981567383,19.62860314561279,19.3874171084535,19.564099007447737,16237500
2016-04-21,19.202316284179688,19.541659373633262,19.137813768464945,19.482765423472024,19852800
2016-04-22,19.272430419921875,19.334127855131054,19.14903234002371,19.300474854538766,18645300
2016-04-25,19.48276710510254,19.491180756528898,19.087333511763227,19.224753810493905,17688600
2016-04-26,19.435094833374023,19.60055960578227,19.379004345642617,19.547274204096535,19945200
2016-04-27,19.46875,19.569712247210358,19.348158567255556,19.488382395015044,15441900
2016-04-28,19.325719833374023,19.524839228533136,19.280849687760284,19.37059158372814,14330700
2016-04-29,18.75360107421875,19.300475593897193,18.61057220555762,19.275234638931124,36297000
2016-05-02,18.955528259277344,18.986377787528692,18.65825171646449,18.683492677235687,22829100
2016-05-03,18.790058135986328,18.930283528244445,18.719947044597287,18.75079656670447,17767800
2016-05-04,18.843341827392578,18.927476727039902,18.63300538064414,18.747988192247067,18088500
2016-05-05,18.848955154418945,18.860173892751224,18.67227166005158,18.7816475386457,24273000
2016-05-06,19.1406192779541,19.143422758658154,18.73396854453041,18.764818065454683,29476200
2016-05-09,19.33693504333496,19.379001699834948,19.11537981344416,19.1406207701882,25968600
2016-05-10,19.292062759399414,19.387414807632357,19.196710711166475,19.328520848290243,19208700
2016-05-11,18.760955810546875,19.06888245370558,18.534954456257072,19.060407200858563,43792500
2016-05-12,18.88526153564453,18.941762699779638,18.752486305486055,18.80051059768672,28600500
2016-05-13,18.34568214416504,18.800508959135307,18.263755220835993,18.78073444248079,41234100
2016-05-16,18.650781631469727,18.74400780875124,18.272228908343443,18.323080432218493,30545400
2016-05-17,18.390886306762695,18.72141322761796,18.32873550345934,18.6620880486429,27758100
2016-05-18,17.840007781982422,18.01798495367371,17.718533403719867,17.803282744392803,66767700
2016-05-19,19.54914665222168,19.58587168922205,19.068892313663692,19.23839422527005,105230100
2016-05-20,19.735595703125,19.81469540273324,19.45026907328726,19.585869943892714,50239800
2016-05-23,19.633893966674805,19.79209335064865,19.616943455359845,19.66214374120658,30299400
2016-05-24,19.84295082092285,19.893800753590547,19.648023115464618,19.676274514937973,26484000
2016-05-25,19.91074562072754,20.05764736024203,19.842945190910793,19.845770815003483,21791700
2016-05-26,20.01526641845703,20.164992130693705,19.944640381000948,19.97006614244259,26081700
2016-05-27,19.987014770507812,20.026565415622223,19.91356634356281,20.01809177840925,17321100
2016-05-31,19.9954891204834,20.057641516987847,19.910739820269214,19.938989587007274,25170600
2016-06-01,19.916397094726562,20.032223445894644,19.890971325009694,19.916397094726562,21662700
2016-06-02,20.04351806640625,20.05764456841367,19.81751666514096,19.916392480255716,19526100
2016-06-03,20.020917892456055,20.071767803532456,19.92204207750834,19.936166963002368,19123500
2016-06-06,20.07176971435547,20.213021815721923,20.05764644400644,20.20454656032076,27054000
2016-06-07,20.066116333007812,20.145217624309932,20.01526642659324,20.085892464078032,22090200
2016-06-08,20.13674545288086,20.184771359700708,20.001144604025605,20.015269490386824,18417000
2016-06-09,20.08306884765625,20.224319320252413,20.015268426831348,20.15934452314546,18209700
2016-06-10,20.097200393676758,20.17347609444448,19.967249139906187,20.057651347455778,22534200
2016-06-13,19.924869537353516,20.1084962986768,19.913570274512836,20.057646382914392,23722800
2016-06-14,20.04351806640625,20.105668855876587,19.83164155065885,19.961592760508776,27199200
2016-06-15,20.091541290283203,20.229967736276617,20.057641892860126,20.114141427395026,24051000
2016-06-16,20.14239501953125,20.187595302338046,20.00114453988242,20.057645701635725,20115600
2016-06-17,20.04351806640625,20.145219505220396,19.888142709219938,20.071767837442028,54177900
2016-06-20,20.085893630981445,20.277994007036426,20.071767129472292,20.14521879465988,21427500
2016-06-21,20.187599182128906,20.261050868173612,20.04352305093151,20.04352305093151,20024400
2016-06-22,20.269515991210938,20.410764810899433,20.21866447633613,20.227139728815263,25372500
2016-06-23,20.36839485168457,20.407945500191282,20.28081991673139,20.396646238611932,20910600
2016-06-24,20.32884407043457,20.543544570373346,19.919214351885376,19.930515228981815,45361200
2016-06-27,20.19889259338379,20.275168265236957,20.023742726969292,20.238443241101997,33910200
2016-06-28,20.20172119140625,20.303422641014503,19.9644205031365,20.27234724298114,25683600
2016-06-29,20.470090866088867,20.478566118273143,20.21583815002778,20.235614277287446,21044100
2016-06-30,20.62830352783203,20.676329445346795,20.430551841758277,20.501177905781756,26140800
2016-07-01,20.5689697265625,20.67066953499279,20.45879304819216,20.659370274718007,22916400
2016-07-05,20.66219711303711,20.797799570342292,20.53224751962259,20.552022036057966,32245800
2016-07-06,20.854299545288086,20.899499826498143,20.670672796688635,20.696098561052878,33188100
2016-07-07,20.772375106811523,20.885375814564835,20.665024030323472,20.828876268932994,23378400
2016-07-08,20.859949111938477,20.862774735688973,20.690448866168655,20.854299480927047,27382800
2016-07-11,20.922100067138672,21.00402537516242,20.763899082147056,20.811924987345957,27120300
2016-07-12,20.69891929626465,20.828872104812753,20.622643631719033,20.78084620743535,37083600
2016-07-13,20.79779815673828,20.80062216375737,20.605696170394975,20.693272717775223,19197000
2016-07-14,20.82039451599121,20.93621919498482,20.794968758498182,20.84581865699511,19939200
2016-07-15,20.811922073364258,20.90797225382402,20.746945667605818,20.89949700018208,17984400
2016-07-18,20.859949111938477,20.95600092158059,20.772374173547853,20.803449568845057,16371900
2016-07-19,20.809101104736328,20.89385204362418,20.786500962132216,20.803451473207726,14394300
2016-07-20,20.845827102661133,20.936227677276545,20.800626815353425,20.871252870455386,15846000
2016-07-21,20.769548416137695,20.809099065942302,20.66219734516357,20.744124268505093,13175700
2016-07-22,20.77802848815918,20.879729951737367,20.74130345357231,20.837353668375656,12949800
2016-07-25,20.834524154663086,20.857125912563387,20.7384739577901,20.778024609381195,14202000
2016-07-26,20.82887077331543,20.924920945440867,20.73846861447541,20.8232195270516,15744900
2016-07-27,20.71304702758789,20.85429748831463,20.662195503875164,20.80909721156292,17333700
2016-07-28,20.690448760986328,20.71304890140672,20.47292261150127,20.66219737309368,13809600
2016-07-29,20.614173889160156,20.69327519196202,20.55484710381395,20.67067343417039,18906600
